county,precinct,office,district,party,candidate,votes,election_day,early_voting,late_votes,provisional 
Yuma,033,Corporation Commissioner,,REP,"Nicholas ""Nick"" Myers",181,55,114,8,4
Yuma,034.01,Corporation Commissioner,,REP,"Nicholas ""Nick"" Myers",366,81,248,31,6
Yuma,035,Corporation Commissioner,,REP,"Nicholas ""Nick"" Myers",480,112,345,17,6
Yuma,036,Corporation Commissioner,,REP,"Nicholas ""Nick"" Myers",557,117,407,31,2
Yuma,037,Corporation Commissioner,,REP,"Nicholas ""Nick"" Myers",299,93,190,11,5
Yuma,038,Corporation Commissioner,,REP,"Nicholas ""Nick"" Myers",421,102,295,16,8
Yuma,039,Corporation Commissioner,,REP,"Nicholas ""Nick"" Myers",499,108,365,18,8
Yuma,040,Corporation Commissioner,,REP,"Nicholas ""Nick"" Myers",505,93,386,25,1
Yuma,041.01,Corporation Commissioner,,REP,"Nicholas ""Nick"" Myers",590,127,416,40,7
Yuma,042,Corporation Commissioner,,REP,"Nicholas ""Nick"" Myers",535,129,366,32,8
Yuma,043,Corporation Commissioner,,REP,"Nicholas ""Nick"" Myers",13,4,8,1,0
Yuma,044,Corporation Commissioner,,REP,"Nicholas ""Nick"" Myers",0,0,0,0,0
Yuma,045.01,Corporation Commissioner,,REP,"Nicholas ""Nick"" Myers",176,50,114,10,2
Yuma,046,Corporation Commissioner,,REP,"Nicholas ""Nick"" Myers",0,0,0,0,0
Yuma,001.01,Corporation Commissioner,,,Write-ins,0,0,0,0,0
Yuma,002,Corporation Commissioner,,,Write-ins,1,0,1,0,0
Yuma,003,Corporation Commissioner,,,Write-ins,1,1,0,0,0
Yuma,004,Corporation Commissioner,,,Write-ins,3,0,3,0,0
Yuma,005,Corporation Commissioner,,,Write-ins,2,0,2,0,0
Yuma,006,Corporation Commissioner,,,Write-ins,2,0,0,0,2
Yuma,007,Corporation Commissioner,,,Write-ins,3,1,1,1,0
Yuma,008.01,Corporation Commissioner,,,Write-ins,1,0,1,0,0
Yuma,009,Corporation Commissioner,,,Write-ins,2,0,2,0,0
Yuma,010,Corporation Commissioner,,,Write-ins,1,0,1,0,0
Yuma,011,Corporation Commissioner,,,Write-ins,2,2,0,0,0
Yuma,012,Corporation Commissioner,,,Write-ins,0,0,0,0,0
Yuma,013,Corporation Commissioner,,,Write-ins,0,0,0,0,0
Yuma,014.01,Corporation Commissioner,,,Write-ins,0,0,0,0,0
Yuma,015.01,Corporation Commissioner,,,Write-ins,0,0,0,0,0
Yuma,016,Corporation Commissioner,,,Write-ins,0,0,0,0,0
Yuma,017,Corporation Commissioner,,,Write-ins,5,5,0,0,0
Yuma,018,Corporation Commissioner,,,Write-ins,0,0,0,0,0
Yuma,019,Corporation Commissioner,,,Write-ins,0,0,0,0,0
Yuma,020,Corporation Commissioner,,,Write-ins,0,0,0,0,0
Yuma,021,Corporation Commissioner,,,Write-ins,0,0,0,0,0
Yuma,022,Corporation Commissioner,,,Write-ins,1,0,1,0,0
Yuma,023.01,Corporation Commissioner,,,Write-ins,5,5,0,0,0
Yuma,024.01,Corporation Commissioner,,,Write-ins,5,2,3,0,0
Yuma,25.01,Corporation Commissioner,,,Write-ins,1,1,0,0,0
Yuma,026,Corporation Commissioner,,,Write-ins,0,0,0,0,0
Yuma,027,Corporation Commissioner,,,Write-ins,1,1,0,0,0
Yuma,028,Corporation Commissioner,,,Write-ins,0,0,0,0,0
Yuma,029,Corporation Commissioner,,,Write-ins,3,1,2,0,0
Yuma,030.01,Corporation Commissioner,,,Write-ins,0,0,0,0,0
Yuma,031,Corporation Commissioner,,,Write-ins,6,1,5,0,0
Yuma,032,Corporation Commissioner,,,Write-ins,0,0,0,0,0
Yuma,033,Corporation Commissioner,,,Write-ins,0,0,0,0,0
Yuma,034.01,Corporation Commissioner,,,Write-ins,1,1,0,0,0
Yuma,035,Corporation Commissioner,,,Write-ins,1,0,1,0,0
Yuma,036,Corporation Commissioner,,,Write-ins,2,0,2,0,0
Yuma,037,Corporation Commissioner,,,Write-ins,1,1,0,0,0
Yuma,038,Corporation Commissioner,,,Write-ins,0,0,0,0,0
Yuma,039,Corporation Commissioner,,,Write-ins,1,0,0,1,0
Yuma,040,Corporation Commissioner,,,Write-ins,1,0,1,0,0
Yuma,041.01,Corporation Commissioner,,,Write-ins,0,0,0,0,0
Yuma,042,Corporation Commissioner,,,Write-ins,0,0,0,0,0
Yuma,043,Corporation Commissioner,,,Write-ins,0,0,0,0,0
Yuma,044,Corporation Commissioner,,,Write-ins,0,0,0,0,0
Yuma,045.01,Corporation Commissioner,,,Write-ins,0,0,0,0,0
Yuma,046,Corporation Commissioner,,,Write-ins,0,0,0,0,0
Yuma,001.01,State Senate,23,DEM,Brian Fernandez,246,34,191,19,2
Yuma,002,State Senate,23,DEM,Brian Fernandez,310,47,247,12,4
Yuma,003,State Senate,23,DEM,Brian Fernandez,264,42,207,12,3
Yuma,004,State Senate,23,DEM,Brian Fernandez,902,86,772,40,4
Yuma,006,State Senate,23,DEM,Brian Fernandez,563,96,405,55,7
Yuma,007,State Senate,23,DEM,Brian Fernandez,767,97,600,63,7
Yuma,013,State Senate,23,DEM,Brian Fernandez,391,46,341,4,0
Yuma,014.01,State Senate,23,DEM,Brian Fernandez,102,14,78,10,0
Yuma,021,State Senate,23,DEM,Brian Fernandez,0,0,0,0,0
Yuma,026,State Senate,23,DEM,Brian Fernandez,190,17,159,12,2
Yuma,027,State Senate,23,DEM,Brian Fernandez,214,28,178,8,0
Yuma,028,State Senate,23,DEM,Brian Fernandez,160,25,121,12,2
Yuma,029,State Senate,23,DEM,Brian Fernandez,878,137,629,107,5
Yuma,030.01,State Senate,23,DEM,Brian Fernandez,864,124,613,126,1
Yuma,031,State Senate,23,DEM,Brian Fernandez,1372,224,976,154,18
Yuma,032,State Senate,23,DEM,Brian Fernandez,277,39,221,15,2
Yuma,035,State Senate,23,DEM,Brian Fernandez,370,48,314,5,3
Yuma,036,State Senate,23,DEM,Brian Fernandez,521,66,424,27,4
Yuma,037,State Senate,23,DEM,Brian Fernandez,467,68,372,24,3
Yuma,038,State Senate,23,DEM,Brian Fernandez,440,57,358,23,2
Yuma,039,State Senate,23,DEM,Brian Fernandez,421,56,344,15,6
Yuma,040,State Senate,23,DEM,Brian Fernandez,472,47,404,19,2
Yuma,041.01,State Senate,23,DEM,Brian Fernandez,508,49,441,18,0
Yuma,042,State Senate,23,DEM,Brian Fernandez,583,81,470,30,2
Yuma,044,State Senate,23,DEM,Brian Fernandez,0,0,0,0,0
Yuma,046,State Senate,23,DEM,Brian Fernandez,4,0,4,0,0
Yuma,001.01,State Senate,23,REP,Gary Garcia Snyder,144,36,100,5,3
Yuma,002,State Senate,23,REP,Gary Garcia Snyder,246,60,173,11,2
Yuma,003,State Senate,23,REP,Gary Garcia Snyder,228,45,176,5,2
Yuma,004,State Senate,23,REP,Gary Garcia Snyder,757,191,521,35,10
Yuma,006,State Senate,23,REP,Gary Garcia Snyder,336,90,221,23,2
Yuma,007,State Senate,23,REP,Gary Garcia Snyder,254,62,167,24,1
Yuma,013,State Senate,23,REP,Gary Garcia Snyder,363,73,268,12,10
Yuma,014.01,State Senate,23,REP,Gary Garcia Snyder,134,44,84,5,1
Yuma,021,State Senate,23,REP,Gary Garcia Snyder,0,0,0,0,0
Yuma,026,State Senate,23,REP,Gary Garcia Snyder,131,31,85,13,2
Yuma,027,State Senate,23,REP,Gary Garcia Snyder,251,50,190,8,3
Yuma,028,State Senate,23,REP,Gary Garcia Snyder,117,27,77,13,0
Yuma,029,State Senate,23,REP,Gary Garcia Snyder,254,65,150,37,2
Yuma,030.01,State Senate,23,REP,Gary Garcia Snyder,273,74,165,31,3
Yuma,031,State Senate,23,REP,Gary Garcia Snyder,440,113,265,53,9
Yuma,032,State Senate,23,REP,Gary Garcia Snyder,247,61,162,18,6
Yuma,035,State Senate,23,REP,Gary Garcia Snyder,503,111,365,20,7
Yuma,036,State Senate,23,REP,Gary Garcia Snyder,624,132,456,33,3
Yuma,037,State Senate,23,REP,Gary Garcia Snyder,332,97,218,12,5
Yuma,038,State Senate,23,REP,Gary Garcia Snyder,463,109,324,21,9
Yuma,039,State Senate,23,REP,Gary Garcia Snyder,551,120,399,22,10
Yuma,040,State Senate,23,REP,Gary Garcia Snyder,591,111,447,30,3
Yuma,041.01,State Senate,23,REP,Gary Garcia Snyder,669,134,482,44,9
Yuma,042,State Senate,23,REP,Gary Garcia Snyder,626,172,411,34,9
Yuma,044,State Senate,23,REP,Gary Garcia Snyder,0,0,0,0,0
Yuma,046,State Senate,23,REP,Gary Garcia Snyder,0,0,0,0,0
Yuma,001.01,State Senate,23,,Write-ins,1,0,1,0,0
Yuma,002,State Senate,23,,Write-ins,1,0,1,0,0
Yuma,003,State Senate,23,,Write-ins,2,0,2,0,0
Yuma,004,State Senate,23,,Write-ins,2,1,1,0,0
Yuma,006,State Senate,23,,Write-ins,0,0,0,0,0
Yuma,007,State Senate,23,,Write-ins,4,1,3,0,0
Yuma,013,State Senate,23,,Write-ins,3,2,1,0,0
Yuma,014.01,State Senate,23,,Write-ins,0,0,0,0,0
Yuma,021,State Senate,23,,Write-ins,0,0,0,0,0
Yuma,026,State Senate,23,,Write-ins,0,0,0,0,0
Yuma,027,State Senate,23,,Write-ins,0,0,0,0,0
Yuma,028,State Senate,23,,Write-ins,0,0,0,0,0
Yuma,029,State Senate,23,,Write-ins,0,0,0,0,0
Yuma,030.01,State Senate,23,,Write-ins,3,0,3,0,0
Yuma,031,State Senate,23,,Write-ins,5,3,1,1,0
Yuma,032,State Senate,23,,Write-ins,2,0,2,0,0
Yuma,035,State Senate,23,,Write-ins,3,0,3,0,0
Yuma,036,State Senate,23,,Write-ins,1,0,1,0,0
Yuma,037,State Senate,23,,Write-ins,3,2,1,0,0
Yuma,038,State Senate,23,,Write-ins,4,1,3,0,0
Yuma,039,State Senate,23,,Write-ins,0,0,0,0,0
Yuma,040,State Senate,23,,Write-ins,0,0,0,0,0
Yuma,041.01,State Senate,23,,Write-ins,3,0,3,0,0
Yuma,042,State Senate,23,,Write-ins,0,0,0,0,0
Yuma,044,State Senate,23,,Write-ins,0,0,0,0,0
Yuma,046,State Senate,23,,Write-ins,0,0,0,0,0
Yuma,005,State Senate,25,REP,Sine Kerr,1129,244,800,72,13
Yuma,008.01,State Senate,25,REP,Sine Kerr,632,91,522,13,6
Yuma,009,State Senate,25,REP,Sine Kerr,1158,285,791,63,19
Yuma,010,State Senate,25,REP,Sine Kerr,2269,462,1667,102,38
Yuma,011,State Senate,25,REP,Sine Kerr,926,289,566,61,10
Yuma,012,State Senate,25,REP,Sine Kerr,1004,199,743,54,8
Yuma,015.01,State Senate,25,REP,Sine Kerr,746,125,561,47,13
Yuma,016,State Senate,25,REP,Sine Kerr,472,95,336,36,5
Yuma,017,State Senate,25,REP,Sine Kerr,1511,318,1123,49,21
Yuma,018,State Senate,25,REP,Sine Kerr,134,22,108,3,1
Yuma,019,State Senate,25,REP,Sine Kerr,43,9,30,2,2
Yuma,020,State Senate,25,REP,Sine Kerr,1277,401,750,112,14
Yuma,022,State Senate,25,REP,Sine Kerr,1345,315,941,65,24
Yuma,023.01,State Senate,25,REP,Sine Kerr,1260,240,955,53,12
Yuma,024.01,State Senate,25,REP,Sine Kerr,3704,719,2812,151,22
Yuma,25.01,State Senate,25,REP,Sine Kerr,1838,389,1354,81,14
Yuma,033,State Senate,25,REP,Sine Kerr,249,72,157,15,5
Yuma,034.01,State Senate,25,REP,Sine Kerr,444,103,299,34,8
Yuma,043,State Senate,25,REP,Sine Kerr,18,5,12,1,0
Yuma,045.01,State Senate,25,REP,Sine Kerr,276,75,187,10,4
Yuma,005,State Senate,25,,Write-ins,47,8,34,4,1
Yuma,008.01,State Senate,25,,Write-ins,17,3,12,2,0
Yuma,009,State Senate,25,,Write-ins,22,7,15,0,0
Yuma,010,State Senate,25,,Write-ins,74,15,52,7,0
Yuma,011,State Senate,25,,Write-ins,35,14,14,7,0
Yuma,012,State Senate,25,,Write-ins,26,7,19,0,0
Yuma,015.01,State Senate,25,,Write-ins,26,3,22,0,1
Yuma,016,State Senate,25,,Write-ins,29,4,24,1,0
Yuma,017,State Senate,25,,Write-ins,42,9,33,0,0
Yuma,018,State Senate,25,,Write-ins,2,0,2,0,0
Yuma,019,State Senate,25,,Write-ins,1,0,1,0,0
Yuma,020,State Senate,25,,Write-ins,28,9,16,1,2
Yuma,022,State Senate,25,,Write-ins,44,13,29,2,0
Yuma,023.01,State Senate,25,,Write-ins,35,6,28,1,0
Yuma,024.01,State Senate,25,,Write-ins,71,15,55,1,0
Yuma,25.01,State Senate,25,,Write-ins,36,7,27,2,0
Yuma,033,State Senate,25,,Write-ins,6,0,6,0,0
Yuma,034.01,State Senate,25,,Write-ins,11,4,7,0,0
Yuma,043,State Senate,25,,Write-ins,1,0,1,0,0
Yuma,045.01,State Senate,25,,Write-ins,5,1,4,0,0
Yuma,001.01,State House,23,DEM,Jesus Lugo Jr.,174,23,135,16,0
Yuma,002,State House,23,DEM,Jesus Lugo Jr.,236,38,189,8,1
Yuma,003,State House,23,DEM,Jesus Lugo Jr.,190,38,141,8,3
Yuma,004,State House,23,DEM,Jesus Lugo Jr.,639,79,538,19,3
Yuma,006,State House,23,DEM,Jesus Lugo Jr.,452,87,317,43,5
Yuma,007,State House,23,DEM,Jesus Lugo Jr.,538,73,411,47,7
Yuma,013,State House,23,DEM,Jesus Lugo Jr.,264,36,221,7,0
Yuma,014.01,State House,23,DEM,Jesus Lugo Jr.,82,12,62,8,0
Yuma,021,State House,23,DEM,Jesus Lugo Jr.,0,0,0,0,0
Yuma,026,State House,23,DEM,Jesus Lugo Jr.,120,12,97,10,1
Yuma,027,State House,23,DEM,Jesus Lugo Jr.,164,30,127,7,0
Yuma,028,State House,23,DEM,Jesus Lugo Jr.,114,17,83,12,2
Yuma,029,State House,23,DEM,Jesus Lugo Jr.,695,120,493,77,5
Yuma,030.01,State House,23,DEM,Jesus Lugo Jr.,692,115,487,89,1
Yuma,031,State House,23,DEM,Jesus Lugo Jr.,1052,185,738,112,17
Yuma,032,State House,23,DEM,Jesus Lugo Jr.,217,30,172,13,2
Yuma,035,State House,23,DEM,Jesus Lugo Jr.,250,34,211,3,2
Yuma,036,State House,23,DEM,Jesus Lugo Jr.,414,64,326,22,2
Yuma,037,State House,23,DEM,Jesus Lugo Jr.,324,53,254,14,3
Yuma,038,State House,23,DEM,Jesus Lugo Jr.,354,50,277,25,2
Yuma,039,State House,23,DEM,Jesus Lugo Jr.,324,41,262,13,8
Yuma,040,State House,23,DEM,Jesus Lugo Jr.,360,40,304,15,1
Yuma,041.01,State House,23,DEM,Jesus Lugo Jr.,393,44,335,12,2
Yuma,042,State House,23,DEM,Jesus Lugo Jr.,465,68,370,23,4
Yuma,044,State House,23,DEM,Jesus Lugo Jr.,0,0,0,0,0
Yuma,046,State House,23,DEM,Jesus Lugo Jr.,4,0,4,0,0
Yuma,001.01,State House,23,DEM,Mariana Sandoval,216,34,168,13,1
Yuma,002,State House,23,DEM,Mariana Sandoval,272,34,222,11,5
Yuma,003,State House,23,DEM,Mariana Sandoval,228,30,186,10,2
Yuma,004,State House,23,DEM,Mariana Sandoval,835,84,710,37,4
Yuma,006,State House,23,DEM,Mariana Sandoval,473,81,342,44,6
Yuma,007,State House,23,DEM,Mariana Sandoval,647,85,498,59,5
Yuma,013,State House,23,DEM,Mariana Sandoval,379,43,333,3,0
Yuma,014.01,State House,23,DEM,Mariana Sandoval,103,18,75,10,0
Yuma,021,State House,23,DEM,Mariana Sandoval,0,0,0,0,0
Yuma,026,State House,23,DEM,Mariana Sandoval,170,21,138,9,2
Yuma,027,State House,23,DEM,Mariana Sandoval,197,28,163,6,0
Yuma,028,State House,23,DEM,Mariana Sandoval,138,21,106,11,0
Yuma,029,State House,23,DEM,Mariana Sandoval,758,121,537,97,3
Yuma,030.01,State House,23,DEM,Mariana Sandoval,801,118,567,114,2
Yuma,031,State House,23,DEM,Mariana Sandoval,1181,198,827,140,16
Yuma,032,State House,23,DEM,Mariana Sandoval,253,43,192,16,2
Yuma,035,State House,23,DEM,Mariana Sandoval,364,53,303,5,3
Yuma,036,State House,23,DEM,Mariana Sandoval,493,61,406,23,3
Yuma,037,State House,23,DEM,Mariana Sandoval,437,61,353,22,1
Yuma,038,State House,23,DEM,Mariana Sandoval,395,48,324,21,2
Yuma,039,State House,23,DEM,Mariana Sandoval,422,61,340,14,7
Yuma,040,State House,23,DEM,Mariana Sandoval,443,50,371,20,2
Yuma,041.01,State House,23,DEM,Mariana Sandoval,510,54,437,19,0
Yuma,042,State House,23,DEM,Mariana Sandoval,549,77,442,29,1
Yuma,044,State House,23,DEM,Mariana Sandoval,0,0,0,0,0
Yuma,046,State House,23,DEM,Mariana Sandoval,4,0,4,0,0
Yuma,001.01,State House,23,REP,Michele Pena,152,38,104,5,5
Yuma,002,State House,23,REP,Michele Pena,255,62,179,12,2
Yuma,003,State House,23,REP,Michele Pena,233,46,181,5,1
Yuma,004,State House,23,REP,Michele Pena,768,196,522,39,11
Yuma,006,State House,23,REP,Michele Pena,330,92,214,24,0
Yuma,007,State House,23,REP,Michele Pena,234,59,156,18,1
Yuma,013,State House,23,REP,Michele Pena,361,72,270,9,10
Yuma,014.01,State House,23,REP,Michele Pena,137,46,86,4,1
Yuma,021,State House,23,REP,Michele Pena,0,0,0,0,0
Yuma,026,State House,23,REP,Michele Pena,133,34,86,11,2
Yuma,027,State House,23,REP,Michele Pena,256,49,194,10,3
Yuma,028,State House,23,REP,Michele Pena,118,29,76,12,1
Yuma,029,State House,23,REP,Michele Pena,218,59,122,35,2
Yuma,030.01,State House,23,REP,Michele Pena,235,72,133,27,3
Yuma,031,State House,23,REP,Michele Pena,429,111,251,57,10
Yuma,032,State House,23,REP,Michele Pena,233,59,153,16,5
Yuma,035,State House,23,REP,Michele Pena,524,121,375,21,7
Yuma,036,State House,23,REP,Michele Pena,631,132,459,37,3
Yuma,037,State House,23,REP,Michele Pena,342,105,219,13,5
Yuma,038,State House,23,REP,Michele Pena,471,114,329,20,8
Yuma,039,State House,23,REP,Michele Pena,566,123,410,22,11
Yuma,040,State House,23,REP,Michele Pena,593,111,450,29,3
Yuma,041.01,State House,23,REP,Michele Pena,682,141,486,46,9
Yuma,042,State House,23,REP,Michele Pena,619,174,405,30,10
Yuma,044,State House,23,REP,Michele Pena,0,0,0,0,0
Yuma,046,State House,23,REP,Michele Pena,0,0,0,0,0
Yuma,001.01,State House,23,,Write-ins,1,0,1,0,0
Yuma,002,State House,23,,Write-ins,8,2,6,0,0
Yuma,003,State House,23,,Write-ins,3,0,3,0,0
Yuma,004,State House,23,,Write-ins,28,20,8,0,0
Yuma,006,State House,23,,Write-ins,15,9,6,0,0
Yuma,007,State House,23,,Write-ins,10,5,5,0,0
Yuma,013,State House,23,,Write-ins,10,6,4,0,0
Yuma,014.01,State House,23,,Write-ins,2,1,1,0,0
Yuma,021,State House,23,,Write-ins,0,0,0,0,0
Yuma,026,State House,23,,Write-ins,4,2,1,1,0
Yuma,027,State House,23,,Write-ins,6,2,3,1,0
Yuma,028,State House,23,,Write-ins,1,1,0,0,0
Yuma,029,State House,23,,Write-ins,6,4,2,0,0
Yuma,030.01,State House,23,,Write-ins,2,0,2,0,0
Yuma,031,State House,23,,Write-ins,14,6,8,0,0
Yuma,032,State House,23,,Write-ins,0,0,0,0,0
Yuma,035,State House,23,,Write-ins,9,2,6,0,1
Yuma,036,State House,23,,Write-ins,7,5,2,0,0
Yuma,037,State House,23,,Write-ins,6,3,3,0,0
Yuma,038,State House,23,,Write-ins,14,5,8,0,1
Yuma,039,State House,23,,Write-ins,10,7,3,0,0
Yuma,040,State House,23,,Write-ins,11,7,4,0,0
Yuma,041.01,State House,23,,Write-ins,16,12,2,0,2
Yuma,042,State House,23,,Write-ins,12,5,4,2,1
Yuma,044,State House,23,,Write-ins,0,0,0,0,0
Yuma,046,State House,23,,Write-ins,0,0,0,0,0
Yuma,005,State House,25,REP,Michael Carbone,817,182,576,51,8
Yuma,008.01,State House,25,REP,Michael Carbone,435,61,360,8,6
Yuma,009,State House,25,REP,Michael Carbone,836,203,573,47,13
Yuma,010,State House,25,REP,Michael Carbone,1628,352,1180,72,24
Yuma,011,State House,25,REP,Michael Carbone,656,205,395,49,7
Yuma,012,State House,25,REP,Michael Carbone,720,149,529,36,6
Yuma,015.01,State House,25,REP,Michael Carbone,513,90,387,27,9
Yuma,016,State House,25,REP,Michael Carbone,336,75,237,22,2
Yuma,017,State House,25,REP,Michael Carbone,1050,249,758,32,11
Yuma,018,State House,25,REP,Michael Carbone,109,19,88,1,1
Yuma,019,State House,25,REP,Michael Carbone,37,9,25,2,1
Yuma,020,State House,25,REP,Michael Carbone,926,296,534,85,11
Yuma,022,State House,25,REP,Michael Carbone,956,237,654,50,15
Yuma,023.01,State House,25,REP,Michael Carbone,922,193,683,40,6
Yuma,024.01,State House,25,REP,Michael Carbone,2694,545,2019,115,15
Yuma,25.01,State House,25,REP,Michael Carbone,1298,284,964,42,8
Yuma,033,State House,25,REP,Michael Carbone,174,53,107,10,4
Yuma,034.01,State House,25,REP,Michael Carbone,326,80,223,20,3
Yuma,043,State House,25,REP,Michael Carbone,15,4,10,1,0
Yuma,045.01,State House,25,REP,Michael Carbone,186,47,127,9,3
Yuma,005,State House,25,REP,"Timothy ""Tim"" Dunn",1051,217,754,67,13
Yuma,008.01,State House,25,REP,"Timothy ""Tim"" Dunn",576,83,476,12,5
Yuma,009,State House,25,REP,"Timothy ""Tim"" Dunn",1078,255,743,63,17
Yuma,010,State House,25,REP,"Timothy ""Tim"" Dunn",1926,379,1437,84,26
Yuma,011,State House,25,REP,"Timothy ""Tim"" Dunn",875,270,535,60,10
Yuma,012,State House,25,REP,"Timothy ""Tim"" Dunn",952,190,704,51,7
Yuma,015.01,State House,25,REP,"Timothy ""Tim"" Dunn",684,111,516,47,10
Yuma,016,State House,25,REP,"Timothy ""Tim"" Dunn",437,85,315,32,5
Yuma,017,State House,25,REP,"Timothy ""Tim"" Dunn",1273,271,941,43,18
Yuma,018,State House,25,REP,"Timothy ""Tim"" Dunn",112,20,89,2,1
Yuma,019,State House,25,REP,"Timothy ""Tim"" Dunn",36,9,24,2,1
Yuma,020,State House,25,REP,"Timothy ""Tim"" Dunn",1135,372,645,104,14
Yuma,022,State House,25,REP,"Timothy ""Tim"" Dunn",1123,262,793,48,20
Yuma,023.01,State House,25,REP,"Timothy ""Tim"" Dunn",1063,195,809,50,9
Yuma,024.01,State House,25,REP,"Timothy ""Tim"" Dunn",3077,582,2343,136,16
Yuma,25.01,State House,25,REP,"Timothy ""Tim"" Dunn",1620,354,1181,72,13
Yuma,033,State House,25,REP,"Timothy ""Tim"" Dunn",221,62,144,11,4
Yuma,034.01,State House,25,REP,"Timothy ""Tim"" Dunn",403,92,274,29,8
Yuma,043,State House,25,REP,"Timothy ""Tim"" Dunn",14,4,9,1,0
Yuma,045.01,State House,25,REP,"Timothy ""Tim"" Dunn",222,61,149,10,2
Yuma,005,State House,25,,Write-ins,46,8,28,8,2
Yuma,008.01,State House,25,,Write-ins,20,4,16,0,0
Yuma,009,State House,25,,Write-ins,32,9,23,0,0
Yuma,010,State House,25,,Write-ins,97,24,64,8,1
Yuma,011,State House,25,,Write-ins,37,15,18,4,0
Yuma,012,State House,25,,Write-ins,30,7,23,0,0
Yuma,015.01,State House,25,,Write-ins,40,4,34,1,1
Yuma,016,State House,25,,Write-ins,40,5,35,0,0
Yuma,017,State House,25,,Write-ins,51,16,35,0,0
Yuma,018,State House,25,,Write-ins,3,0,3,0,0
Yuma,019,State House,25,,Write-ins,2,0,2,0,0
Yuma,020,State House,25,,Write-ins,30,9,18,2,1
Yuma,022,State House,25,,Write-ins,61,20,39,2,0
Yuma,023.01,State House,25,,Write-ins,38,9,28,1,0
Yuma,024.01,State House,25,,Write-ins,85,14,68,2,1
Yuma,25.01,State House,25,,Write-ins,46,8,36,2,0
Yuma,033,State House,25,,Write-ins,10,3,7,0,0
Yuma,034.01,State House,25,,Write-ins,17,5,10,2,0
Yuma,043,State House,25,,Write-ins,1,0,1,0,0
Yuma,045.01,State House,25,,Write-ins,10,3,7,0,0
